20183406,fn-Ypuajswdcn,ln-Ficu,1991-03-21,C402,0.98
20194524,fn-Pxbtxqn,ln-Yfsdu,2001-10-12,C501,2.21
20204496,fn-Brn,ln-Fumddtsqli,2007-07-15,C205,4.66
20193793,fn-Emifkgcqxa,ln-Shud,1991-10-31,C105,3.21
20203670,fn-Ajbpz,ln-Fziakztzww,2007-08-26,C102,4.19
20204438,fn-Spjfoym,ln-Pqzwhz,2003-02-22,C301,3.10
20184298,fn-Pfx,ln-Wdcshds,1999-06-06,C503,3.92
20193635,fn-Wmlhevrxsn,ln-Ahqpzqxf,2008-11-15,C304,3.49
20184423,fn-Mlczaezs,ln-Iexsyfmwgf,2001-01-18,C103,4.77
20193798,fn-Xyiptiv,ln-Szwodytu,2010-07-14,C203,1.18
20204039,fn-Auxiboatky,ln-Uapa,2005-03-04,C202,0.29
20203881,fn-Nougoklam,ln-Bhmdwjd,1998-12-14,C203,2.52
20184665,fn-Miyi,ln-Objrw,1995-03-22,C305,1.59
20184242,fn-Osdmth,ln-Pceuebjf,2003-04-21,C204,1.74
20194726,fn-Gcz,ln-Teujqgf,2003-10-09,C402,3.25
20184734,fn-Lfhljb,ln-Tad,2002-04-29,C102,1.96
20194009,fn-Dkgqjt,ln-Bcvsjryih,1996-01-02,C304,2.84
20203581,fn-Qqzk,ln-Ocmtkajnah,2004-03-10,C103,4.40
20204005,fn-Ohojjsgla,ln-Wlyf,2004-06-01,C301,4.63
20184664,fn-Zzfjzoj,ln-Cpi,2006-01-05,C103,2.35
20193737,fn-Xsvutcxek,ln-Pigzriym,1996-06-07,C503,4.55
20203654,fn-Oda,ln-Ncfjk,1997-09-19,C405,2.56
20203933,fn-Cpeh,ln-Xtlkftrhe,1991-05-16,C501,2.43
20184931,fn-Uxcd,ln-Ytrexli,2001-10-02,C104,3.57
20184400,fn-Vrzxulpm,ln-Caylui,1997-03-01,C303,1.09
20183612,fn-Lkwipng,ln-Phbcfxcr,1994-05-28,C401,3.22
20194957,fn-Hby,ln-Kdpyylk,2009-06-12,C301,0.41
20204483,fn-Ltrwf,ln-Zaptq,2000-11-23,C505,0.74
20204811,fn-Weehz,ln-Milhoeie,1998-05-16,C205,4.22
20194608,fn-Sdnjplkdgq,ln-Ijfityslb,1992-03-28,C104,1.77
20193976,fn-Alssntp,ln-Jdek,2006-04-24,C305,3.09
20184448,fn-Womp,ln-Bmwubks,1992-05-06,C301,3.71
20204257,fn-Kvfkflerji,ln-Uvathj,1996-03-10,C405,4.25
20193638,fn-Xtla,ln-Skb,2009-07-25,C103,1.25
20204427,fn-Ydlnkv,ln-Urclmnd,1995-07-30,C403,4.39
20184277,fn-Ifoxfhmms,ln-Bsccngcqx,2000-08-28,C203,3.99
20193988,fn-Tpbmpe,ln-Qzz,2003-07-14,C101,4.93
20183777,fn-Bmrstiiyi,ln-Djwvqgzw,2004-08-27,C403,1.39
20183491,fn-Semmu,ln-Blarx,2000-10-19,C304,0.78
20204708,fn-Hpuersx,ln-Gkcmpjxslw,2004-05-30,C502,4.03
20194615,fn-Druodmctrp,ln-Xlpxhvxn,2010-01-05,C303,0.75
20203956,fn-Yhktsxvqd,ln-Ppoucxlnb,2001-11-25,C502,3.03
20203912,fn-Gxc,ln-Ftt,1995-05-06,C303,3.12
20184224,fn-Nzkpkinuj,ln-Ewvd,1993-11-22,C203,2.99
20204523,fn-Povxlraz,ln-Okqyjzdgze,2004-11-08,C502,0.10
20194921,fn-Imggfisun,ln-Lxihbtdhak,1998-05-14,C301,3.21
20203819,fn-Lldivenehn,ln-Blqozdtuv,2005-12-15,C403,2.28
20193749,fn-Cuawkc,ln-Mwlpdb,1995-02-10,C503,1.55
20184764,fn-Ekrqyznncv,ln-Ahhvkdwyp,1995-03-31,C305,2.46
20194711,fn-Ddbx,ln-Zmneijnj,2001-02-25,C103,4.71
20193551,fn-Jjxkcd,ln-Emqqlrnd,1990-12-25,C202,4.25
20184647,fn-Dui,ln-Huvmxxapwt,2000-03-18,C501,0.22
20203434,fn-Eachy,ln-Olfflyy,2006-02-11,C405,4.22
20204144,fn-Jumdqrmer,ln-Imvoluncxg,1996-07-03,C304,4.39
20194528,fn-Aeu,ln-Pcwjuck,2003-03-06,C503,4.85
20184091,fn-Ftgszielp,ln-Pff,1995-08-21,C501,3.60
20204613,fn-Hlwjmatf,ln-Lhddgpsy,1991-04-01,C203,4.76
20204417,fn-Tvxuqafq,ln-Gehposlgs,2003-08-04,C502,1.99
20204133,fn-Mgczjczw,ln-Uzskgybqkq,2001-03-04,C403,3.48
20203926,fn-Duyzggr,ln-Eqoxip,1992-01-21,C304,3.07
20194992,fn-Ovcmxrei,ln-Xgikwgd,1991-10-05,C505,0.23
20194793,fn-Ntsyexjer,ln-Tasncwobwy,2010-08-05,C403,1.65
20184243,fn-Dmnubcujm,ln-Vkjjl,2003-11-15,C303,1.94
20204072,fn-Nejtgeqve,ln-Wvw,1992-12-27,C301,4.97
20193441,fn-Xhxrfblrji,ln-Whtye,2003-02-29,C402,4.22
20194083,fn-Necnm,ln-Rrrl,2009-03-10,C501,4.10
20203632,fn-Xmwtrgfdf,ln-Sujftuib,1995-12-14,C103,2.66
20204177,fn-Alwp,ln-Eukw,1994-05-07,C103,0.31
20203700,fn-Ouywqnspv,ln-Lwdserh,1994-03-08,C103,0.22
20204832,fn-Xmt,ln-Viidzuzhx,2008-07-29,C103,4.67
20194648,fn-Gqxbmm,ln-Mepjko,1998-09-27,C205,3.24
20204414,fn-Mtpyuey,ln-Cztvgpkau,2005-09-06,C401,1.31
20183919,fn-Ugbirmqzq,ln-Etecwldf,2007-02-27,C103,2.27
20183920,fn-Pvqawsps,ln-Tso,2001-06-06,C303,4.73
20183512,fn-Rhie,ln-Wjt,2009-02-13,C305,1.33
20194096,fn-Cptu,ln-Agnouhtr,1996-11-14,C401,2.97
20184414,fn-Mafip,ln-Myoqnmbt,1996-05-02,C502,3.30
20193677,fn-Mhuh,ln-Kirxv,1990-05-05,C101,4.62
20194858,fn-Rulubvup,ln-Aathljiyva,2010-12-13,C305,3.42
20194957,fn-Wsaigfao,ln-Jea,1990-05-26,C504,0.50
20194532,fn-Arjgqbqwgi,ln-Hhwhmli,2005-03-28,C302,3.48
20203660,fn-Vfnjxn,ln-Uuiuj,2008-10-13,C104,1.75
20194482,fn-Mbpojbi,ln-Hhjvkic,2006-09-12,C505,3.62
20194266,fn-Qffeqtu,ln-Pnovaotw,1997-03-13,C304,1.80
20184497,fn-Rvft,ln-Zczm,1991-07-17,C101,0.43
20204872,fn-Sbzy,ln-Hyfdcxuugy,2008-01-30,C303,0.33
20203517,fn-Pfcslsemoz,ln-Vksa,2006-10-11,C301,1.67
20183918,fn-Mqdwriwi,ln-Xmhtc,1990-01-03,C103,0.81
20204392,fn-Vmniwxps,ln-Woshn,2006-08-23,C103,4.51
20183435,fn-Kfsruvvc,ln-Xzxjw,1998-11-03,C205,2.32
20183982,fn-Jbcesjr,ln-Ennpsm,2009-08-08,C305,2.43
20204416,fn-Xkysmdp,ln-Kpmaalnjma,1998-12-11,C204,4.68
20184853,fn-Ihja,ln-Kbpyadkms,2008-06-08,C104,0.87
20184013,fn-Nxozt,ln-Fgmpcqo,2009-08-20,C505,0.99
20184407,fn-Kcuhqnoxj,ln-Tugszqedrc,2001-01-26,C201,0.37
20203453,fn-Xxubjjyz,ln-Sasdjjby,2001-12-19,C501,0.45
20203618,fn-Bvepm,ln-Xkfauc,2007-06-19,C102,4.08
20184574,fn-Zlcbjht,ln-Wrounntj,2004-11-21,C102,0.91
20184893,fn-Wzvdxnsg,ln-Qmvliosv,2005-05-14,C104,0.25
20204017,fn-Wmgflo,ln-Wlmevnwta,1999-09-11,C504,4.34
20194951,fn-Ymbzakli,ln-Kwxmha,1997-03-10,C202,2.99
20194020,fn-Knzwaxg,ln-Wudwk,1995-05-28,C101,3.39
20204905,fn-Tjov,ln-Qhewgpoajf,2010-06-23,C501,3.42
20184853,fn-Ujn,ln-Miumquivf,2003-01-03,C204,2.22
20184107,fn-Rgqb,ln-Kdrfse,1997-04-09,C103,2.88
20203724,fn-Purlxgmnf,ln-Avoxk,2006-02-14,C101,3.88
20203738,fn-Wfvwea,ln-Uujnjndfpo,2006-12-03,C402,1.77
20204124,fn-Aislre,ln-Qtuji,1993-11-02,C503,2.01
20203906,fn-Pdymqkld,ln-Vpcujykt,1993-07-30,C101,1.82
20193598,fn-Torz,ln-Gtszvkehns,2007-10-17,C304,0.79
20203780,fn-Suyccfisez,ln-Hkmqkedmkl,2000-01-31,C504,4.45
20194352,fn-Qhqs,ln-Nnrxmqj,2002-06-14,C104,4.82
20183652,fn-Bzbxlxmnpb,ln-Ggi,1996-02-04,C205,3.68
20204520,fn-Bnagcb,ln-Wwlfcav,2007-02-09,C505,4.27
20204974,fn-Zfj,ln-Agohbdwn,1993-09-17,C203,3.45
20204816,fn-Gyzg,ln-Iansn,2003-03-13,C301,2.63
20184786,fn-Pubpjqei,ln-Decknle,1999-08-02,C203,3.84
20184071,fn-Uyqv,ln-Hitomzqrqm,2010-11-12,C503,2.80
20183926,fn-Mlmarwcvdc,ln-Vkat,1991-12-13,C204,0.64
20183849,fn-Eik,ln-Bnol,1997-10-06,C104,0.89
20194473,fn-Gwuv,ln-Jxsjgm,2001-03-18,C302,4.63
20204747,fn-Aqq,ln-Tmmp,2009-04-24,C505,1.08
20184405,fn-Eexhgpi,ln-Bsgaz,2007-03-07,C303,0.31
20194679,fn-Sywwdzcj,ln-Wvevw,2002-01-31,C203,4.41
20184096,fn-Zldb,ln-Wszehxnzsy,2006-03-18,C505,0.18
20184144,fn-Ysdf,ln-Azgi,2009-06-04,C204,2.84
20203595,fn-Gjqyyh,ln-Psgdxfs,1998-08-27,C203,0.65
20184674,fn-Kdaqdq,ln-Nhhq,2007-09-12,C105,2.61
20194151,fn-Zdaancxr,ln-Bdwfab,1990-04-26,C204,2.56
20204943,fn-Wkgvhj,ln-Ssntix,2010-10-07,C104,4.41
20184339,fn-Mrmqzhc,ln-Rjncei,1995-07-23,C305,2.85
20184143,fn-Ondoqpa,ln-Bgf,2003-12-12,C304,1.04
20184739,fn-Ykh,ln-Mcb,2007-03-13,C305,0.57
20204089,fn-Jksohu,ln-Bjmz,2004-12-13,C401,2.08
20193708,fn-Cdqeqxsfld,ln-Sfojixbpa,2008-01-27,C304,3.00
20203721,fn-Tigyfdd,ln-Ycjtm,2004-10-03,C402,0.97
20203593,fn-Hotwvt,ln-Rfdcv,2009-01-14,C405,4.28
20183534,fn-Zmdgxedrol,ln-Wpaixpww,2006-03-07,C205,4.19
20194624,fn-Ntqb,ln-Whojvumrzn,2007-12-22,C103,2.39
20194577,fn-Cvn,ln-Ccvyyn,2006-07-29,C202,4.72
20193916,fn-Agypbf,ln-Jjaqxjowf,1998-06-15,C505,2.59
20193624,fn-Ejqvwifdo,ln-Ebefwcdmil,2009-08-18,C205,0.47
20203830,fn-Irolhbne,ln-Kdgcdkyjv,2006-07-23,C305,0.60
20204147,fn-Smp,ln-Bijmss,1995-12-28,C205,4.26
20183663,fn-Tpcke,ln-Llrfywhk,2004-12-24,C402,0.80
20183545,fn-Qfmvfhh,ln-Zkfw,1998-07-07,C102,0.15
20193565,fn-Rmnsg,ln-Hulur,1998-11-21,C503,2.52
20203681,fn-Rprjoevp,ln-Rejp,2002-02-30,C104,2.72
20194187,fn-Qtfmqkdzhk,ln-Iqykzeuas,1994-06-05,C204,0.36
20204370,fn-Nqbmowko,ln-Vsbevqv,2009-06-08,C403,4.95
20183465,fn-Soxnkxo,ln-Vmxy,1992-11-08,C504,3.18
20184077,fn-Ombbz,ln-Rrztsi,1994-06-20,C405,2.65
20184255,fn-Aldh,ln-Wtwucran,1990-08-16,C305,1.31
20193999,fn-Cwjwk,ln-Idewi,2006-03-25,C502,2.18
20204715,fn-Wxbcdlgsa,ln-Qctjilmvmx,2003-04-23,C301,2.99
20194188,fn-Rzkwevb,ln-Zoqcbmojv,2005-09-30,C503,3.81
20184438,fn-Hhl,ln-Asfkwt,1990-07-23,C502,1.27
20193786,fn-Falmlelh,ln-Vjvkwaevxq,2004-06-27,C403,1.61
20183468,fn-Dtx,ln-Sesclfdqny,2004-04-04,C501,4.83
20203797,fn-Fmwvhfrpc,ln-Tebcy,1994-03-10,C404,2.44
20184123,fn-Tbqken,ln-Zqkhhpud,1996-04-07,C305,4.33
20194435,fn-Jysuiqqtwi,ln-Ywzc,1996-09-20,C205,2.82
20193477,fn-Mlvj,ln-Zpcr,1990-03-27,C502,2.62
20204565,fn-Nami,ln-Dnhanfgqc,1993-01-02,C302,2.40
20194650,fn-Kndifzkq,ln-Flqwg,2003-03-07,C305,4.60
20184572,fn-Sonnj,ln-Rsfiojlbt,1992-01-15,C203,2.55
20184280,fn-Zfivwlf,ln-Jiqi,1992-09-25,C302,2.85
20193983,fn-Asnlsvhd,ln-Fcltdhe,2003-12-02,C405,1.65
20183458,fn-Uown,ln-Zja,2005-08-13,C205,1.48
20204233,fn-Egqqlo,ln-Oom,2006-03-17,C205,1.54
20203585,fn-Eqcfx,ln-Vgil,1992-12-03,C503,1.94
20184062,fn-Adspcfn,ln-Xoknpb,1990-07-17,C303,2.34
20204165,fn-Agbob,ln-Phoftw,2002-11-03,C502,4.71
20184560,fn-Sgybxy,ln-Ueha,1990-11-01,C301,4.75
20204276,fn-Poxghk,ln-Senbr,1994-01-21,C503,1.24
20183500,fn-Hoepok,ln-Mdcjhqjprz,1995-09-08,C504,1.20
20183559,fn-Epxo,ln-Hhz,1990-03-14,C502,3.83
20204359,fn-Dlpdar,ln-Beqfeub,2009-02-29,C203,1.57
20183864,fn-Rzyruf,ln-Yrane,2000-03-01,C404,4.56
20184660,fn-Tvmnbw,ln-Mko,2010-06-12,C402,4.48
20204047,fn-Sli,ln-Mupm,2010-10-26,C104,1.20
20193775,fn-Ebaqzb,ln-Mlzkwhvjw,2003-11-19,C304,4.60
20184823,fn-Bumi,ln-Ylt,2009-03-09,C204,1.89
20194004,fn-Hvxlpnwdn,ln-Gpinjgtg,2006-09-22,C103,0.11
20194550,fn-Wyefi,ln-Gprx,2004-03-30,C204,0.14
20204374,fn-Bjtkg,ln-Bcowp,1995-03-12,C503,0.43
20183910,fn-Cvxzrols,ln-Iel,2002-12-07,C305,4.51
20203809,fn-Fncb,ln-Vxv,1990-09-18,C202,4.84
20203462,fn-Cmywunkk,ln-Kngtqu,2010-05-30,C101,2.32
20184636,fn-Zvo,ln-Wsqnaazsay,1991-02-19,C303,0.62
20183811,fn-Isvkte,ln-Fwsbksjjan,2010-02-29,C405,0.66
20184817,fn-Amolnxfkja,ln-Kimjed,2002-05-07,C403,2.56
20184379,fn-Teksptm,ln-Ybp,1999-02-15,C102,0.48
20194495,fn-Pbgkceq,ln-Irwh,2000-03-25,C401,0.50
20184278,fn-Xto,ln-Tpebc,2000-06-10,C203,4.09
20183428,fn-Etfauxwaq,ln-Ebgsbatv,1996-08-22,C501,3.90
20194394,fn-Qgqofpy,ln-Rvealhjic,2008-07-12,C105,4.87
20193920,fn-Mjccz,ln-Kfnmood,1996-06-19,C504,3.44
20193799,fn-Bwat,ln-Gokhyepmpn,1997-09-20,C401,1.67
20204588,fn-Qglt,ln-Owwizyvh,2010-09-15,C504,4.83
20184101,fn-Qzqrrvw,ln-Xtylrww,1991-06-17,C202,2.07
20184553,fn-Jnvvzdf,ln-Hlxhvbzniu,1999-04-11,C202,0.59
20194681,fn-Soqwix,ln-Aranhtsv,1995-11-11,C504,3.39
20204083,fn-Bwj,ln-Prjisizk,2001-11-08,C501,0.44
20184581,fn-Xqitqx,ln-Ihqdldtpi,2000-06-19,C404,0.54
20194508,fn-Obnatgtlno,ln-Vui,1992-06-13,C101,1.75
20204975,fn-Cfjdgdco,ln-Mldc,2005-12-02,C404,0.72
20193778,fn-Mgnihn,ln-Luoydyl,1999-05-31,C502,0.65
20204302,fn-Pxekb,ln-Owgfdrakm,2002-08-17,C501,2.91
20183618,fn-Ynj,ln-Zhsj,2010-04-25,C303,2.76
20204895,fn-Erfqadyot,ln-Adupfsl,1994-06-29,C301,0.77
20204560,fn-Tnysl,ln-Hklfppmwpe,1999-10-24,C102,3.00
20183501,fn-Ndpvu,ln-Kusntwk,1991-09-24,C405,2.86
20204423,fn-Cqgh,ln-Tmqi,1998-04-03,C302,1.99
20184593,fn-Cxhkj,ln-Lfcxzgeg,2009-11-19,C502,0.44
20194590,fn-Eblnyqdj,ln-Hufv,1996-10-17,C503,1.73
20184048,fn-Abevfxw,ln-Txxahc,2002-10-08,C305,2.35
20194267,fn-Lbclgyc,ln-Bgzivdl,2001-03-16,C104,0.72
20194828,fn-Iamz,ln-Lqcilns,2005-08-09,C303,2.66
20204741,fn-Sxhlacnkdq,ln-Xproecyh,2007-08-10,C204,0.55
20184894,fn-Egnv,ln-Eoji,2010-01-04,C202,3.60
20183895,fn-Kzljtdgelf,ln-Lep,2005-01-05,C203,3.64
20193477,fn-Cqx,ln-Dcn,2001-04-22,C103,0.10
20193936,fn-Ervtwwzfs,ln-Xbptzswd,2002-12-26,C201,0.21
20204913,fn-Ervaewjdne,ln-Digqxkffwb,2001-08-20,C104,1.31
20184766,fn-Irwtik,ln-Lltxyoair,1993-09-13,C103,2.06
20204709,fn-Hinq,ln-Ogbzmjratk,1990-05-03,C503,3.45
20194702,fn-Lkhxaspth,ln-Zgjpr,2007-05-16,C505,1.63
20193549,fn-Alqyuuc,ln-Hbacqboz,1998-12-14,C305,0.06
20183825,fn-Vhldu,ln-Ktvtgybsmd,2003-07-27,C501,4.09
20184857,fn-Vtynuj,ln-Bowfz,1990-07-05,C501,3.93
20203909,fn-Ujknory,ln-Tcrtidnnu,2002-12-25,C403,2.49
20204728,fn-Vvlccp,ln-Oelxrrr,1999-11-18,C403,0.36
20183557,fn-Unawdyen,ln-Fbmgmaaa,1999-06-07,C201,4.76
20204093,fn-Uxrmpwjb,ln-Tvbixiiw,1991-12-06,C402,1.20
20183655,fn-Soogdsljg,ln-Poo,2006-06-08,C502,3.82
20194790,fn-Yzakvb,ln-Gncwbt,1994-10-10,C203,2.73
20183800,fn-Bfymxyz,ln-Sky,1991-05-29,C101,2.95
20194994,fn-Wnxtngqeu,ln-Vxhtmplbh,2009-10-29,C501,3.53
20193752,fn-Fkv,ln-Hlfxmletiu,1993-07-29,C104,4.45
20194935,fn-Ugd,ln-Utvckt,1992-04-23,C101,4.79
20184981,fn-Viah,ln-Ikqmjl,1998-08-11,C202,2.00
20194886,fn-Xeropusgbi,ln-Roienltwo,2002-03-12,C304,0.32
20184648,fn-Uwn,ln-Qirkwdkij,2007-05-01,C402,2.41
20204111,fn-Aovatc,ln-Yepmvsqsrz,1999-04-09,C405,0.73
20184225,fn-Nwrkzomx,ln-Osiimiff,2006-05-03,C502,3.62
20183548,fn-Ctrvbyr,ln-Svmg,1992-11-05,C402,3.44
20194978,fn-Vwugjcxosm,ln-Mmexeoq,1996-01-05,C405,0.25
20194259,fn-Kjz,ln-Vygzl,2005-07-31,C503,4.77
20194379,fn-Gpxsna,ln-Lympyd,2003-09-10,C303,4.27
20203639,fn-Mxqsbe,ln-Kmk,2000-11-17,C202,0.97
20193843,fn-Vfy,ln-Wxzmlhkv,1994-02-05,C505,4.18
20204360,fn-Jwjkpgrom,ln-Wkqot,1994-05-30,C401,4.36
20193489,fn-Erpsptq,ln-Oxoentlbdb,2010-04-24,C205,4.61
20184450,fn-Jxaeayo,ln-Ojyftov,2010-12-16,C101,4.65
20193401,fn-Ukrf,ln-Sqbn,2010-04-04,C404,0.88
20204774,fn-Qvh,ln-Pwflxdu,2000-11-15,C402,2.39
20193647,fn-Byzrdmxrul,ln-Yvstftvwnx,2000-12-13,C401,2.22
20194070,fn-Cla,ln-Wyzw,1995-10-05,C101,0.98
20203986,fn-Qascscgep,ln-Mwtfw,2005-12-23,C502,2.10
20194623,fn-Llcjfiyps,ln-Aeejuoedb,1990-03-19,C402,1.87
20203511,fn-Sgltbxyl,ln-Cvxdic,1993-06-26,C101,1.50
20194279,fn-Vhviycb,ln-Csshdbf,1993-10-07,C103,1.22
20183957,fn-Ikmsz,ln-Pmwidigw,1997-09-10,C102,3.60
20204861,fn-Axpiw,ln-Zfufklf,1992-01-12,C105,0.72
20184954,fn-Aepdyzvsc,ln-Ckch,2000-07-06,C505,1.58
20183925,fn-Vyin,ln-Wfb,2005-09-20,C405,4.75
20194984,fn-Vkt,ln-Vfttdya,1998-10-21,C101,3.79
20183441,fn-Zofempyqcv,ln-Iincko,1998-07-03,C102,1.67
20194826,fn-Rfohoi,ln-Bwxcvfmxem,2004-07-07,C203,4.02
20183678,fn-Rzpsofbyu,ln-Essoqfrj,2001-12-10,C102,2.33
20183431,fn-Admnh,ln-Xojg,1995-04-22,C201,2.12
20203847,fn-Clmfigg,ln-Swaqglef,2003-04-12,C402,1.21
20184402,fn-Zbjt,ln-Viogvuelz,2010-06-06,C405,0.52
20193710,fn-Ewgnyx,ln-Wkxbzwui,1999-07-28,C204,1.33
20203586,fn-Vrvcwbqqhf,ln-Rybnfrhbyf,1997-06-14,C403,0.22
20194231,fn-Yafmavqpt,ln-Thcr,2010-08-06,C505,2.13
20184922,fn-Wwwpr,ln-Xcghpofqy,2007-12-05,C503,2.08
20203648,fn-Lvqruopor,ln-Lhmq,2009-02-28,C402,4.85
20184866,fn-Arsoujfya,ln-Ajdhmq,2006-10-01,C503,3.52
20194564,fn-Rbday,ln-Eyoqf,2006-10-27,C104,0.69
20193991,fn-Obqvrehzt,ln-Nnykkrhsz,2001-08-08,C202,0.03
20193861,fn-Erjdeuxdx,ln-Hmbkkqvrd,2000-01-29,C103,1.30
20193852,fn-Henmhqd,ln-Btozmig,2001-01-28,C105,2.14
20203870,fn-Focpbtz,ln-Mahyihds,2005-07-29,C101,4.58
20193894,fn-Vnsrbkfgo,ln-Ophyixvv,1991-11-23,C204,2.52
20203761,fn-Fkjh,ln-Jnfb,2003-08-24,C503,0.09
20184462,fn-Gius,ln-Gelbletc,1990-10-06,C304,1.63
20184606,fn-Nxcoael,ln-Gxh,2002-03-02,C405,4.86
20194945,fn-Yehq,ln-Stygoecam,2005-09-12,C101,1.73
20203736,fn-Tppgsaao,ln-Yzdebg,1997-07-16,C403,2.80
20184494,fn-Cvumtuty,ln-Ybbdzv,2010-02-11,C104,1.43
20183884,fn-Oqjab,ln-Safpmfosii,1996-09-25,C305,0.81
20203833,fn-Hbi,ln-Aypkypcdq,1993-06-02,C504,2.32
20194864,fn-Npin,ln-Vwux,1992-12-04,C301,2.97
20194439,fn-Txpset,ln-Zjxfbrz,2009-02-17,C401,1.55
20193586,fn-Cqakeikzh,ln-Ptz,2000-09-15,C301,1.38
20194949,fn-Cwrc,ln-Wjjobhhgi,1994-06-15,C504,0.04
20204356,fn-Sxppwdsp,ln-Qvosh,2000-12-30,C501,3.11
20204002,fn-Lscwblgsl,ln-Bkz,2008-09-22,C202,1.13
20194227,fn-Coxqbl,ln-Krigwubldj,2010-08-02,C405,2.05
20203634,fn-Hbj,ln-Ttcbqnjcr,1990-08-31,C501,1.60
20203724,fn-Fuxvsw,ln-Aofyh,1990-10-28,C103,1.38
20184233,fn-Vcze,ln-Sgeon,2002-10-08,C105,3.97
20194798,fn-Tdj,ln-Twue,1998-01-27,C504,3.23
20184181,fn-Iorycy,ln-Fuxujfnnml,1999-05-22,C301,2.40
20193778,fn-Kpd,ln-Kbrkmvs,2000-12-25,C404,4.59
20204742,fn-Pkcirbjr,ln-Vaxv,2010-02-09,C403,2.88
20194409,fn-Xnfojidmv,ln-Buqkkejr,2010-04-04,C103,3.39
20194412,fn-Zsu,ln-Fdsypf,1990-11-28,C501,0.06
20204095,fn-Kfxajltpni,ln-Wrkuu,2008-06-16,C103,2.92
20193917,fn-Yohytfd,ln-Asuo,2000-07-11,C503,4.37
20194037,fn-Osbo,ln-Rsnu,1995-03-24,C204,1.03
20183735,fn-Bavleizjbv,ln-Ztoypzhmwu,2002-03-27,C504,1.34
20183922,fn-Sorxkoh,ln-Hiiiowybba,2001-04-06,C401,4.47
20194971,fn-Lhfllaegle,ln-Zfqszba,2010-03-31,C103,1.43
20194840,fn-Kfe,ln-Irmexbw,2006-06-10,C103,3.68
20184114,fn-Pav,ln-Vuucbrvd,2004-03-30,C505,4.79
20183449,fn-Lrcl,ln-Cse,2004-04-19,C303,4.94
20194468,fn-Lje,ln-Dnhxyg,1995-01-03,C301,2.20
20184526,fn-Hgvlv,ln-Yihvq,1991-05-20,C103,4.36
20193889,fn-Bjri,ln-Nrvkpdq,1994-05-12,C505,1.39
20193757,fn-Gasxkokia,ln-Vsrezpo,2000-05-18,C202,3.35
20194561,fn-Awyxmhw,ln-Lgxouanqnb,2008-08-29,C104,3.01
20204046,fn-Ant,ln-Raxk,2003-07-05,C201,0.85
20184708,fn-Rhvcxdv,ln-Zehihfuqa,1998-10-02,C103,0.33
20203932,fn-Dlvlldcrfo,ln-Gsds,2004-10-02,C205,1.39
20204031,fn-Lehfpyfc,ln-Aijqloa,2000-11-19,C401,4.60
20184960,fn-Zmpp,ln-Girfnlsurt,2003-12-02,C205,3.23
